1.28166E+17,web,3,Read,32256,8192,112509
1.28166E+17,web,3,Read,1.82083E+11,4096,32396
1.28166E+17,web,3,Read,1.82083E+11,4096,17521
1.28166E+17,web,3,Write,3221282304,4096,2425
1.28166E+17,web,3,Write,32256,8192,1960
1.28166E+17,web,3,Write,3221347840,4096,1666
1.28166E+17,web,3,Write,1.82083E+11,12288,1652
1.28166E+17,web,3,Write,3154148864,4096,1637
1.28166E+17,web,3,Write,3154152960,4096,1279
1.28166E+17,web,3,Write,3154148864,4096,1256
1.28166E+17,web,3,Write,3221253632,512,1254
1.28166E+17,web,3,Read,32256,4096,1244
1.28166E+17,web,3,Write,3154152960,4096,1221
1.28166E+17,web,3,Write,3156352512,4096,1999
1.28166E+17,web,3,Write,3154148864,4096,1303
1.28166E+17,web,3,Write,3154140672,4096,1248
1.28166E+17,web,3,Write,991362560,16384,2421
1.28166E+17,web,3,Write,991378944,16384,1855
1.28166E+17,web,3,Read,991366656,4096,1546
1.28166E+17,web,3,Read,991362560,4096,1194
1.28166E+17,web,3,Write,991395328,49152,3377
1.28166E+17,web,3,Write,991444480,16384,2290
1.28166E+17,web,3,Write,991460864,16384,2268
1.28166E+17,web,3,Write,991477248,16384,2118
1.28166E+17,web,3,Write,991493632,16384,2315
1.28166E+17,web,3,Write,991510016,16384,2108
1.28166E+17,web,3,Write,991526400,16384,2318
1.28166E+17,web,3,Write,991542784,16384,2258
1.28166E+17,web,3,Write,991559168,16384,2271
1.28166E+17,web,3,Write,991575552,16384,2273
1.28166E+17,web,3,Write,991591936,16384,2245
1.28166E+17,web,3,Write,991608320,16384,2292
1.28166E+17,web,3,Write,991624704,16384,2289
1.28166E+17,web,3,Write,991641088,16384,2262
1.28166E+17,web,3,Write,991657472,16384,2244
1.28166E+17,web,3,Write,991673856,16384,2301
1.28166E+17,web,3,Write,991690240,16384,2257
1.28166E+17,web,3,Write,991706624,16384,2237
1.28166E+17,web,3,Write,991723008,16384,2277
1.28166E+17,web,3,Write,991739392,16384,2397
1.28166E+17,web,3,Write,991755776,16384,2273
1.28166E+17,web,3,Write,991772160,16384,2395
1.28166E+17,web,3,Write,991788544,16384,2353
1.28166E+17,web,3,Write,991804928,16384,2379
1.28166E+17,web,3,Write,991821312,16384,2165
1.28166E+17,web,3,Write,991837696,16384,2335
1.28166E+17,web,3,Write,991854080,16384,2279
1.28166E+17,web,3,Write,991870464,16384,2252
1.28166E+17,web,3,Write,991886848,16384,2263
1.28166E+17,web,3,Write,991903232,16384,2338
1.28166E+17,web,3,Write,991919616,16384,2327
1.28166E+17,web,3,Write,991936000,16384,2494
1.28166E+17,web,3,Write,991952384,16384,2326
1.28166E+17,web,3,Write,991968768,16384,2441
1.28166E+17,web,3,Write,991985152,16384,2322
